user_id,y,x_001,x_002,x_003,x_004,x_005,x_006,x_007,x_008,x_009,x_010,x_011,x_012,x_013,x_014,x_015,x_016,x_017,x_018,x_019,x_020,x_021,x_022,x_023,x_024,x_025,x_026,x_027,x_028,x_029,x_030,x_031,x_032,x_033,x_034,x_035,x_036,x_037,x_038,x_039,x_040,x_041,x_042,x_043,x_044,x_045,x_046,x_047,x_055,x_056,x_057,x_058,x_059,x_060,x_061,x_074,x_075,x_076,x_077,x_078,x_079,x_080,x_121,x_122,x_123,x_124,x_125,x_126,x_127,x_131,x_132,x_134,x_137,x_139,x_142,x_143,x_144,x_145,x_146,x_147,x_148,x_149,x_150,x_151,x_152,x_153,x_154,x_155,x_156,x_157,x_158,x_162,x_163,x_164,x_165,x_166,x_167,x_168,x_169,x_170,x_171,x_175,x_176,x_177,x_178,x_179,x_180,x_181,x_182,x_183,x_184,x_185,x_186,x_187,x_188,x_189,x_190,x_191,x_192,x_193,x_194,x_195,x_196,x_197,x_198,x_199
A00025,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,5,0,0,0,1,4,1,0,1,1,2,1,3,4,5,1,0,0,0,0,22,6,3.666666667,2.231699286,20457.35,3409.558333,1.076987974,22,6,3.666666667,2.231699286,20292.05,3382.008333,1.073151894,22,6,3.666666667,2.231699286,20457.35,3409.558333,1.021257571,22,6,3.666666667,2.231699286,20457.35,3409.558333,6.101899685,3000,0,0,1,1,2,5500,2,3000,2500,2572.5,2572.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,6,3,3,3,3,3,6147.5,2575,1000,2,2,4,4,2,2,6,6,2,2,7,7
A00028,0,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,5,0,0,0,1,2,1,0,0,3,1,1,2,4,4,0,0,0,0,0,3,1,3,3,3099.3,3099.3,3099.3,3,1,3,3,3099.3,3099.3,3099.3,3,1,3,3,3099.3,3099.3,3099.3,3,1,3,3,3099.3,3099.3,3099.3,0.19,0,0,0,0,1,0.19,1,0.19,0.19,415.93,2313.43,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,3,3,3,3,2,1,1,1,4,1,3,3,3,3,415.93,415.93,415.93,0,0,0,0,1,1,4,4,4,4,7,7
A00029,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,2,1,1,0,1,0,2,0,3,3,2,1,0,0,0,0,14,2,7,4.914993218,18932.38,9466.19,2.323209209,14,2,7,4.914993218,18932.38,9466.19,2.323209209,14,2,7,4.914993218,18932.38,9466.19,1.532798735,14,2,7,4.914993218,18932.38,9466.19,3.183541104,3000,3,3,4,6,4,10850.51,6,5000,0.51,1029,,1,1,0,0,1,1,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1,1,0,0,2,2,0,0,0,0,2040,1029,1011,1,1,2,2,2,2,5,5,3,3,7,7
A00030,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,0,1,2,1,0,0,0,1,0,1,3,1,0,0,0,0,0,18,4,4.5,7.661527092,35173.72,8793.43,3.575855874,18,4,4.5,7.661527092,35173.72,8793.43,3.575855874,18,4,4.5,7.661527092,35173.72,8793.43,1.967576708,18,4,4.5,7.661527092,35173.72,8793.43,6.520347612,4500,0,0,1,1,4,38507.58,5,20007.58,3000,837.29,,2,2,0,0,3,3,0,0,0,0,3,3,0,0,4,4,0,0,0,0,4,4,0,0,7,7,0,0,0,0,19335.43,8060.8,608,0,0,0,0,3,3,7,7,6,6,11,11
A00032,0,0,30,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,2,0,0,0,1,4,1,0,0,0,2,0,1,7,0,0,0,0,0,0,18,6,3,1.363084791,18730.01,3121.668333,1.302146,17,6,2.833333333,1.381277338,18730,3121.666667,1.30214585,16,6,2.666666667,1.34926535,18505,3084.166667,1.196338063,16,6,2.666666667,1.34926535,18505,3084.166667,6.722675048,760,1,1,2,2,2,760.1,2,760,0.1,823.2,823.2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,823.2,823.2,823.2,2,2,2,2,2,2,2,2,2,2,2,2
A00033,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2,0,0,0,3,4,1,0,0,2,0,0,2,4,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,3,3,3,3
A00036,1,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,4,0,0,0,3,4,1,0,1,2,0,1,3,8,3,0,0,0,0,0,24,6,4,1.746457317,43360.76,7226.793333,1.381172717,24,6,4,1.746457317,43360.76,7226.793333,1.381172717,24,6,4,1.746457317,43360.76,7226.793333,1.297030183,24,6,4,1.746457317,43360.76,7226.793333,8.469822585,10,4,5,5,8,5,14760,10,3325,10,3578.4,2200,2,1,1,1,2,1,1,1,1,1,4,3,1,1,7,6,1,1,1,1,5,4,2,2,22,18,4,4,4,4,23364.16,4194.4,10,3,2,3,2,7,6,7,6,9,8,9,8
A00038,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,1,1,1,2,0,0,2,6,0,2,5,6,0,0,0,0,0,1,1,1,1,100,100,100,1,1,1,1,100,100,100,1,1,1,1,100,100,100,1,1,1,1,100,100,100,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,1,0
A00041,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,5,0,0,0,1,3,1,0,0,3,2,0,2,4,5,0,0,0,0,0,2,1,2,2,1309.94,1309.94,1309.94,2,1,2,2,1309.94,1309.94,1309.94,2,1,2,2,1309.94,1309.94,1309.94,2,1,2,2,1309.94,1309.94,1309.94,0,0,0,0,0,0,,0,,,,1001,1,0,1,1,1,0,1,1,1,1,1,0,1,1,6,0,6,6,5,5,1,0,1,1,42,0,42,41,41,40,,,,0,0,0,0,0,0,0,0,3,3,5,4
A00042,1,1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,1,0,1,2,2,1,0,0,0,0,0,21,6,3.5,1.542993559,28760.4,4793.4,1.49530328,21,6,3.5,1.542993559,28760.4,4793.4,1.49530328,21,6,3.5,1.542993559,28760.4,4793.4,1.355246926,21,6,3.5,1.542993559,28760.4,4793.4,7.747816081,1000,3,4,5,8,6,17805.05,10,6000,0.01,1037.4,,3,3,0,0,3,3,0,0,0,0,4,4,0,0,9,9,0,0,0,0,4,4,0,0,10,10,0,0,0,0,20088.51,3000,1037.4,2,2,2,2,7,7,7,7,11,10,13,12
A00044,0,1,41,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,16,3,5.333333333,1.078992459,1825.21,608.4033333,0.793791384,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,2,2,2,2
A00046,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,3,1,2,0,0,0,1,0,1,3,3,0,0,0,0,0,3,1,3,3,2180,2180,2180,3,1,3,3,2180,2180,2180,3,1,3,3,2180,2180,2180,3,1,3,3,2180,2180,2180,950,0,0,1,3,1,2375,3,950,475,1027,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1539.5,1027,512.5,1,1,1,1,5,5,9,9,5,5,9,9
A00047,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,0,0,0,3,3,1,0,0,2,2,0,2,6,4,0,0,0,0,0,2,2,1,100,1503.6,751.8,11.02910535,2,2,1,100,1503.6,751.8,11.02910535,2,2,1,100,1503.6,751.8,1.761399679,2,2,1,100,1503.6,751.8,3.953589041,1500,0,0,0,0,1,2900,2,1500,1400,1514.06,3581.73,0,0,0,0,0,0,0,0,0,0,2,1,2,2,5,1,4,4,4,4,2,1,2,2,6,2,4,4,4,4,2927.67,1514.06,1413.61,0,0,0,0,3,3,3,3,8,8,9,9
A00048,1,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,3,0,1,0,0,1,0,0,2,2,2,0,0,0,0,0,17,6,2.833333333,1.635494692,16668.2,2778.033333,1.150933002,10,4,2.5,1.435090176,14026.4,3506.6,1.393163532,10,4,2.5,1.435090176,14026.4,3506.6,1.306036885,10,4,2.5,1.435090176,14026.4,3506.6,4.888989357,1000,1,1,3,4,4,13400.19,8,3500,0.19,885,1027,1,1,0,0,3,3,0,0,0,0,5,5,1,1,15,13,2,1,2,1,5,5,1,1,28,21,7,5,7,5,11680.26,1028,166.51,3,3,4,4,5,5,9,8,9,9,14,13
A00060,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,3,3,1,100,4021,1340.333333,1.191089669,2,2,1,100,3980,1990,140.7142495,2,2,1,100,3980,1990,1.82360042,2,2,1,100,3980,1990,3.551859723,1100,1,2,2,5,2,7200,5,3000,1000,872,180,2,2,1,1,15,4,11,5,11,5,2,2,1,1,17,5,12,6,12,6,2,2,1,1,17,5,12,6,12,6,2213.05,1106,25,1,1,1,1,4,4,4,4,5,5,6,5
A00061,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,1,1,0,0,2,0,0,2,4,1,0,0,0,0,0,3,2,1.5,2.091738691,2600,1300,3.064129385,3,2,1.5,2.091738691,2600,1300,3.064129385,3,2,1.5,2.091738691,2600,1300,1.610547157,3,2,1.5,2.091738691,2600,1300,3.297236876,3000,3,3,6,7,6,5850.19,7,3000,0.01,1023,1103,1,1,0,0,1,1,0,0,0,0,3,3,1,1,29,3,26,26,26,26,3,3,1,1,29,3,26,26,26,26,2129,1105,1,4,4,5,5,13,13,18,18,13,13,20,20
A00066,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,10,0,0,0,5,5,1,0,1,1,5,3,3,10,10,0,0,0,0,0,2,2,1,100,128,64,3.099646164,,,,,,,,,,,,,,,,,,,,,,2000,0,0,0,0,2,18000,9,2000,2000,2028,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,0,0,0,0,18256,2029,2028,0,0,0,0,4,4,4,4,4,4,5,5
A00071,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,5,0,0,1,3,4,2,0,1,0,4,0,3,5,8,0,0,0,0,0,5,5,1,100,1088.9,217.78,2.439081965,5,5,1,100,1088.9,217.78,2.439081965,,,,,,,,,,,,,,,5600,0,0,0,0,2,45561.51,2,39961.51,5600,819.16,1156.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,6,2,4,2,0,0,2155.05,1335.89,819.16,0,0,0,0,1,1,2,2,7,7,18,18
A00074,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,2,1,0,0,0,2,1,1,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,288.7,288.7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,288.7,288.7,288.7,0,0,0,0,0,0,0,0,0,0,0,0
A00075,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,3,1,0,0,1,0,0,2,3,1,2,0,0,0,0,14,6,2.333333333,1.910907787,19855,3309.166667,1.399307472,12,4,3,3.629779081,19090,4772.5,5.524236257,12,4,3,3.629779081,19090,4772.5,1.943919004,12,4,3,3.629779081,19090,4772.5,6.875143005,20000,1,1,2,2,4,25700.15,4,20000,0.15,1800,334.65,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,2,2,2,2,4,3,4,4,10,4,6,6,6,6,3538.2,1800,390.6,1,1,1,1,1,1,1,1,3,3,4,4
A00076,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,100,2300,1150,5.421151989,2,2,1,100,2300,1150,5.421151989,2,2,1,100,2300,1150,1.841444282,2,2,1,100,2300,1150,3.550612375,1000,0,0,1,1,2,4000,4,1000,1000,406.73,780,2,1,1,1,31,1,30,24,30,24,4,2,4,4,86,4,82,65,82,65,4,2,4,4,86,4,82,65,82,65,1807.14,1070.41,2,4,4,5,5,6,6,10,10,9,9,14,14
A00077,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,4,1,1,0,1,0,1,0,3,4,3,0,0,0,0,0,8,5,1.6,2.86880991,6562.47,1312.494,1.197606729,4,3,1.333333333,2.270082101,5762.47,1920.823333,1.908000675,3,3,1,100,5666.27,1888.756667,1.594014613,4,3,1.333333333,2.270082101,5762.47,1920.823333,4.539261494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00078,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,2,0,0,0,1,0,1,3,0,0,0,0,0,0,8,3,2.666666667,1.274900805,9198.9,3066.3,1.139656817,1,1,1,1,450,450,450,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,1639.84,,1,1,0,0,1,1,0,0,0,0,1,1,0,0,3,3,0,0,0,0,2,2,0,0,4,4,0,0,0,0,5519.15,2168,155.57,0,0,0,0,0,0,0,0,0,0,0,0
A00081,0,1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,6,0,0,0,3,0,1,0,0,3,3,0,2,3,6,0,0,0,0,0,20,6,3.333333333,1.780723167,16692.9,2782.15,2.417632258,10,6,1.666666667,3.166173437,16692.9,2782.15,2.417632258,10,6,1.666666667,3.166173437,16692.9,2782.15,1.758784973,10,6,1.666666667,3.166173437,16692.9,2782.15,9.715781281,0.39,0,0,0,0,2,2500.39,2,2500,0.39,6862.81,1034.14,1,0,1,1,27,0,27,25,27,25,3,2,3,3,55,2,53,50,53,50,5,5,5,5,76,13,63,57,63,57,16941.21,6862.81,26.05,2,1,2,1,12,10,14,12,17,15,24,22
A00082,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,3,1,1,0,0,0,0,0,10,6,1.666666667,2.016543934,9134.3,1522.383333,0.977602734,7,4,1.75,1.808921815,8319.3,2079.825,1.244466471,7,4,1.75,1.808921815,8319.3,2079.825,1.101344655,7,4,1.75,1.808921815,8319.3,2079.825,3.915243409,3000,1,1,3,3,3,5500.1,3,3000,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,2,2,3,3,3,3,4,4
A00086,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,1,0,0,2,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,660.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,,,,0,0,0,0,0,0,0,0,3,3,4,4
A00090,0,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,2,0,0,1,1,1,2,0,0,1,1,0,2,1,4,0,0,0,0,0,3,2,1.5,2.091738691,9207.2,4603.6,2.319205456,2,1,2,2,3200,3200,3200,2,1,2,2,3200,3200,3200,2,1,2,2,3200,3200,3200,4000,1,2,1,2,2,33800,8,10000,1000,438,438,1,1,1,1,2,1,1,1,1,1,2,2,2,1,9,7,2,2,1,1,3,3,2,2,23,19,4,4,3,3,18654.22,10120,170,0,0,0,0,1,1,1,1,4,4,4,4
A00091,1,0,27,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,4,3,0,0,0,2,2,1,0,0,2,1,0,2,2,5,0,0,0,0,0,76,6,12.66666667,1.909588547,89892.3,14982.05,1.675532995,76,6,12.66666667,1.909588547,89892.3,14982.05,1.675532995,70,6,11.66666667,1.989617479,82923.34,13820.55667,1.395545633,76,6,12.66666667,1.909588547,89892.3,14982.05,8.221138962,1900,2,3,2,3,2,8800,3,5000,1900,2054,2054,3,2,3,3,13,6,7,6,7,6,3,2,3,3,15,6,9,8,9,8,3,2,3,3,15,6,9,8,9,8,6499.34,2070,187.67,2,2,2,2,4,4,5,4,4,4,5,4
A00096,0,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,2,0,0,0,2,3,1,0,0,1,1,0,2,6,1,0,0,0,0,0,12,6,2,3.113055924,101410.2,16901.7,0.959665603,9,6,1.5,2.689509291,101300,16883.33333,0.95867132,7,5,1.4,2.510208671,101200,20240,1.148055695,7,5,1.4,2.510208671,101200,20240,5.465224781,0.32,0,0,2,2,2,0.32,2,0.21,0.11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,2,2,2,2,2,2,2,2
A00102,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,2,0,0,1,0,0,2,3,1,0,0,0,0,0,23,6,3.833333333,1.198470555,28625.6,4770.933333,0.901497385,20,5,4,1.293574459,28045.7,5609.14,1.050481735,20,5,4,1.293574459,28045.7,5609.14,1.013172746,20,5,4,1.293574459,28045.7,5609.14,4.626828789,4500,1,2,1,4,3,16700,6,4500,700,2200,168.53,2,1,2,2,4,2,2,2,2,2,4,3,2,2,7,5,2,2,2,2,5,5,3,3,14,8,6,5,5,4,9205.8,2200,263.43,3,3,7,7,11,11,22,22,14,14,32,32
A00103,0,0,29,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,0,0,0,1,3,1,0,0,1,1,2,2,6,2,0,0,0,0,0,22,6,3.666666667,1.855239857,10482.4,1747.066667,0.873604911,2,1,2,2,1004.4,1004.4,1004.4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2375,1,1,2,3,2,4275.1,3,2375,0.1,2054,2522.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,1,1,1,1,4,2,2,2,2,2,4114,2060,2054,0,0,0,0,2,2,2,2,2,2,2,2
A00104,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,247.63,,1,1,0,0,2,2,0,0,0,0,1,1,0,0,4,4,0,0,0,0,1,1,0,0,5,5,0,0,0,0,2006.51,439.72,247.63,0,0,0,0,2,2,2,2,3,3,3,3
A00105,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,1,1,3,1,2,0,1,0,0,0,3,2,1.5,2.091738691,80,40,1.414213562,1,1,1,1,60,60,60,1,1,1,1,60,60,60,1,1,1,1,60,60,60,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,2,2,2,2
A00106,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,1,1,0,1,0,1,0,3,3,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,1,1,1,2,2,3,3
